,Link,Title,Content,Summarized_Text,TimeStamp
0,Emty,Emty,Emty,Emty,Emty
1,https://nos.nl/artikel/2331144-nog-steeds-onderzoek-naar-besmettelijkheid-kinderen-koorts-niet-karakteristiek.html,"
    Nog steeds onderzoek naar besmettelijkheid kinderen, ""koorts niet karakteristiek""
  ","Welke rol spelen kinderen bij de verspreiding van het coronavirus? Dat is een van de kernvragen bij de afwegingen over het eventueel versoepelen van de maatregelen om de corona-uitbraak zo goed mogelijk te beteugelen. Tot nu toe weten we dat een covid-infectie bij kinderen meestal mild verloopt en soms ook zonder symptomen.Dat betekent overigens niet dat kinderen nooit een heel ernstige covid-infectie kunnen oplopen. Zo overleed in België een 12-jarig meisje eraan en in Breda vocht een 16-jarige jongen voor zijn leven op de intensive care.Het Outbreak Management Team, dat het kabinet adviseert over de maatregelen, heeft vandaag vergaderd over onder meer de rol van kinderen bij de corona-epidemie. In hun advies van 14 april stelden de experts dat heropening van basisscholen en kinderdagverblijven waarschijnlijk weinig effect zal hebben op het aantal IC-bedden dat nodig is, omdat infecties bij kinderen vrijwel steeds mild verlopen.Maar het zal onvermijdelijk wel leiden tot meer besmettingen van schoolkinderen en hun ouders en mogelijk ook tot meer besmettingen doordat het drukker wordt op straat.Dat de infecties bij kinderen in veruit de meeste gevallen niet tot ernstige klachten leiden, staat niet ter discussie. Maar er bestaat wel veel onzekerheid over de mate van besmettelijkheid van kinderen met een milde infectie of een infectie zonder symptomen.Het RIVM doet sinds 24 maart onderzoek naar de verspreiding van het coronavirus binnen honderd gezinnen. De resultaten daarvan moeten meer informatie opleveren over die rol van kinderen, maar zijn niet te verwachten voor 1 juni.Verder zijn virologen en epidemiologen wel eensgezind dat mensen met een heftige infectie veel besmettelijker zijn dan mensen met een milde infectie. Maar hoe besmettelijk kinderen met een milde infectie zijn is daarmee nog niet gezegd; hetzelfde geldt voor kinderen die een infectie hebben zonder symptomen.Onderzoekers van de Universiteit van Campinas in de Braziliaanse deelstaat São Paulo hebben een meta-analyse gedaan van 34 studies met ruim 1100 deelnemers onder de 18 jaar die een covid-19-infectie hebben gehad. Van hen werd ruim 1 procent doodziek en iets meer dan 2 procent ernstig ziek. Ruim de helft van de kinderen uit de studie kreeg geen ziekteverschijnselen, of heel milde.Maar een kleine minderheid van 16 procent van de kinderen had koorts en nog minder hadden verschijnselen van een luchtweginfectie. Die symptomen komen bij volwassenen bij ruwweg vier op de vijf patiënten voor.""Koorts en symptomen van luchtweginfecties moeten niet als karakteristiek worden beschouwd voor covid-19 bij kinderen"", concluderen de onderzoekers. Dat maakt het lastig om diagnoses te stellen, waardoor dus lang niet altijd bekend is of kinderen een potentiële besmettingsbron zijn. Bovendien komen ze daardoor onder het Nederlandse testbeleid niet in aanmerking voor een coronatest.De Braziliaanse wetenschappers signaleren verder dat volgens verschillende studies het coronavirus langere tijd aanwezig blijft in de ontlasting en het neusvocht van kinderen met een milde of geen ziekteverschijnselen.Een van die studies werd vorige maand gepubliceerd in Nature Medicine. De Chinese onderzoekers hadden ruim 700 kinderen na contact met bewezen patiënten getest op covid-19. Tien testten positief voor het virus. Na behandeling bleef het virus in rectale monsters veel langer aantoonbaar dan in monsters die in de neus werden afgenomen, ook nog nadat de kinderen bij een coronatest negatief waren gebleken.Een maand eerder hadden andere Chinese onderzoekers in een al even kleine studie in Clinical Infectious Diseases ook al geconcludeerd dat bij kinderen die herstellen van een covid-infectie het virus nog langere tijd in zowel de luchtwegen als de ontlasting zit. In de poep van milde patiënten werd het virus minstens twee weken en in enkele gevallen een maand lang vastgesteld.Beide onderzoeksgroepen onderstrepen dat hun resultaten ""een uitdaging betekenen voor het indammen van de corona-epidemie"", omdat ""de oraal-fecale besmettingsroute"" mogelijk een rol speelt bij de verspreiding van het coronavirus.De Italiaanse viroloog Massimo Gatti, hoofd infectieziekten van het Sacco Ziekenhuis in Milaan, adviseert om het toilet door te trekken met gesloten deksel. Dat is wenselijk, zei hij in de Italiaanse krant Corriere della Sera, omdat ""elke keer dat het toilet wordt doorgetrokken er fijne vochtdruppeltjes met virusdeeltjes ontstaan die besmettelijk kunnen zijn"". Dergelijke hygiënemaatregelen lijken echter moeilijk realiseerbaar op basisscholen en kinderdagverblijven.",Özet,"Gisteren, 20:41"
2,https://nos.nl/artikel/2331140-nu-de-grootste-coronapaniek-weg-is-neemt-ook-de-saamhorigheid-af.html,"
    ""Nu de grootste coronapaniek weg is, neemt ook de saamhorigheid af""
  ","Hoe lang blijven we nog in onze huizen zitten en onderling afstand houden? We zijn in ieder geval al (iets) meer auto gaan rijden, blijkt uit gegevens van onderzoeksbureau Goudappel Coffeng. ""Het weekend van 28 en 29 maart was het dieptepunt"", zegt onderzoeker Marco de Baat. ""Toen werd het meest gehoor gegeven aan de coronamaatregelen. Na dat weekend zien we een lichte toename inzetten. Het is een zeer lichte groei, maar wel eentje die de afgelopen drie weken heeft doorgezet.""Volgens De Baat is er nu 5 à 10 procent meer verkeer ten opzichte van drie weken geleden, al is dat dus nog steeds relatief weinig. Ook de hoeveelheid en de lengte van fiets- en wandeltochtjes is volgens het Nederlands Verplaatsingspanel de afgelopen week gestegen.Na de dip van maart is er nu dus iets meer verkeer op de snelwegen: Het illustreert wat Marco Zannoni ook ziet gebeuren, in aanloop naar het langverwachte kabinetsbesluit van morgen over de coronamaatregelen. De directeur van instituut COT voor Veiligheids- en Crisismanagement, Zorg en Veiligheid ziet de saamhorigheid afnemen onder Nederlanders, nu het coronavirus hier minder slachtoffers maakt. De grootste paniek is weg onder burgers, constateert hij.""Toen corona net in Nederland was, merkte je enorme eensgezindheid: er waren collectieve acties nodig, en we waren ertoe bereid: niet naar buiten, geen handen schudden. Er was behoefte aan korte maar krachtige besluiten, aan sterk leiderschap. Nu het grootste risico geweken is, en we allemaal steeds meer weten over het virus, stellen we de besluiten die genomen worden veel meer ter discussie.""Nu gaan mensen weer afwegingen maken als individu, of als lid van een bepaalde beroepsgroep, zegt Zannoni. ""Iedereen maakt voor zichzelf een kostenbatenanalyse: 'mijn sector moet uit de brand geholpen worden', 'mijn zaak moet weer open'. Of: 'ik moet nu echt weer bij mijn ouders op bezoek gaan of aan het werk'. 'Ik kan best zelf opletten dat ik niet bij anderen in de buurt kom en dat ik geen risico loop'."" Het is daarom niet verwonderlijk dat we met z'n allen meer de straat op gaan, vindt de deskundige.Reflectie op weg naar persconferentie 21 april:  besluiten over de opstart is complexer is dan over de lockdown. Veel onzekerheden. Minder saamhorigheid. Verschil in persoonlijke situatie = verschil in risicobereidheid. Er is tijd = discussie, kritiek, twijfel. #coronacrisisJe merkt de achteruitgang in solidariteit op verschillende plekken in de samenleving, zegt hij verder. ""In het onderwijs is de eensgezindheid weg, er zijn nu verschillende geluiden over hoe het verder moet: Leraren in Actie willen de scholen nog dicht houden, andere docenten willen wel weer lesgeven. Maar ook een onderwerp als jongeren: hoe houd je die bezig? Moeten zij niet wat meer ruimte krijgen? Daar hoor je nu verschillende geluiden over.""Nu de ergste paniek achter de rug is, komen volgens Zannoni ook ethische dilemma's naar boven waarvoor eerder geen plek was. ""In de ouderenzorg bijvoorbeeld: is alleen zijn, geen bezoek ontvangen, voor senioren uiteindelijk niet kwalijker dan het risico op corona?""Het kabinet staat morgen dus voor een lastige keuze, zegt Zannoni. ""Er is duidelijk een periode aangebroken met veel kritiek en discussie vanuit de samenleving. Dat is ook niet per se erg, zo werkt het in een democratie. Rutte moet uitleggen: dit weten we nu, dit zijn de uitdagingen waar we nu voor staan. Dus niet alleen sec technische info of een update over de maatregelen. Laat ook merken dat je de discussie in de samenleving hoort, en dat je echt niet alleen op één klein groepje experts blind vaart."" Zannoni noemt het een crisisdiagnose: ""Mensen meenemen in de situatie zoals die nu is en hoe je erover besluiten neemt. Want je kunt niet iedereen direct helpen. Als alle scholen weer opengaan, en alle bedrijven mogen weer open, dan zit je al heel snel weer met veel zieke mensen.""",Özet,"Gisteren, 19:46"
3,https://nos.nl/artikel/2331138-onderzoek-een-op-drie-amsterdamse-makelaars-bereid-om-te-discrimineren.html,"
    Onderzoek: een op drie Amsterdamse makelaars bereid om te discrimineren
  ",Een op de drie verhuurmakelaars in Amsterdam is bereid om op verzoek te discrimineren op migratieachtergrond. Dat blijkt uit een nieuw rapport van onderzoeksinstituut Rigo dat werd opgesteld in opdracht van de gemeente Amsterdam.Voor het onderzoek werden 'mystery-onderzoekers' ingezet. Zij belden met 41 makelaars in de hoofdstad en deden zich voor als potentiële verhuurders. Daarbij gaven ze aan dat ze liever geen allochtone huurder wilden. Een derde van de makelaars wilde gehoor geven aan dat verzoek. De helft van die groep gaf er blijk van dat ze wisten dat tegemoetkomen aan zo'n verzoek niet mag omdat het discriminatie is.De onderzoekers benaderden ook verhuurmakelaars via e-mail. Zij deden zich voor als woningzoekenden en gebruikten verschillende namen: Nederlands klinkende namen en niet-westerse namen. Zo werden bijvoorbeeld de namen Mehmet Aziz en Maarten de Koning gebruikt. In totaal werd op 250 verschillende advertenties voor huizen gereageerd.Uit deze proef bleek dat de verzonnen woningzoekende met een niet-westerse naam in ongeveer een vijfde van de gevallen werd gediscrimineerd. Dat gold voor zowel mannelijke als vrouwelijke woningzoekenden. De nationaliteit leek daarbij een rol te spelen. Volgens Rigo werden mannen met een Ghanese naam vaker nadelig behandeld dan mannen met een Arabische naam.Discriminatie kwam bovendien vaker voor bij goedkopere woningen in de vrije sector dan bij duurdere huizen.Uit onderzoek van de Groene Amsterdammer uit 2018 bleek al dat woningzoekenden met een migratieachtergrond vaker kampen met discriminatie. Verantwoordelijk minister Ollongren zegde toen toe de branche hierop aan te spreken.,Özet,"Gisteren, 19:17"
4,https://nos.nl/artikel/2331135-kabinet-trekt-nog-eens-5-miljard-uit-voor-stikstofbeleid.html,"
    Kabinet trekt nog eens 5 miljard uit voor stikstofbeleid
  ","Het kabinet trekt 5 miljard euro extra uit om de problemen met stikstof in natuurgebieden aan te pakken. Ingewijden bevestigen een bericht daarover van RTL Nieuws. Van het bedrag is 3 miljard bedoeld om natuurgebieden te herstellen.Het gaat om een pakket voor tien jaar. Dat betekent dat er per jaar zo'n 300 miljoen euro beschikbaar komt om natuur die aangetast is door stikstof te herstellen. Om de uitstoot van stikstof te beperken, zogeheten bronmaatregelen, is zo'n 200 miljoen per jaar beschikbaar.Het kabinet wil meer boeren in de gelegenheid stellen om te stoppen met hun bedrijf, zodat de uitstoot vermindert. Er zijn al regelingen voor varkensboeren die ook veel stank veroorzaken en voor 'piekbelasters', heel grote veebedrijven in de buurt van natuurgebieden. Naar verluidt komt er nu ook een regeling voor rundveehouders die willen stoppen of hun stallen duurzamer willen maken.Door de neerslag van stikstof is de biodiversiteit in natuurgebieden ernstig achteruitgegaan. Een uitspraak van de rechter vorig jaar dwong de overheid daar nu daadwerkelijk iets aan te doen. Door die uitspraak kwamen ook veel bouwprojecten stil te liggen.In het pakket van 5 miljard zitten ook maatregelen om de uitstoot door de industrie en de scheepvaart te verminderen, zeggen bronnen. Zo is het de bedoeling dat schepen die aan de kade liggen altijd gebruik gaan maken van elektriciteit vanaf de wal, zogeheten walstroom. Omdat ze dan niet meer hun generatoren aan boord hoeven te laten draaien, komt er ook minder stikstof vrij.",Özet,"Gisteren, 19:01"
5,https://nos.nl/artikel/2331132-honderden-nederlanders-sluiten-zich-aan-bij-massaclaim-tegen-tirol.html,"
    Honderden Nederlanders sluiten zich aan bij massaclaim tegen Tirol
  ","Honderden Nederlanders hebben zich aangesloten bij een massaclaim tegen de autoriteiten in Tirol. Ze voelen zich bedrogen, omdat het wintersportseizoen gewoon doorging terwijl het coronavirus al in de Oostenrijkse deelstaat rondwaarde.De advocaat van de Nederlanders verstuurt vandaag een deel van de aangiftes naar het Openbaar Ministerie in Tirol; later dit jaar volgt een civielrechtelijke procedure. ""Ik heb vantevoren nog gecheckt of het veilig was"", zegt de 68-jarige Jan. ""Ik voel me gewoon belazerd.""Begin maart wordt er in wintersportplaatsen als Ischgl en Sankt Anton nog volop geskied en gefeest. Later bleek dat in die periode duizenden wintersportgangers er besmet zijn geraakt met corona en het virus daarna door Europa hebben verspreid. Een groepje IJslandse vakantiegangers kwam eind februari al ziek terug uit Ischgl. Naar aanleiding daarvan besloot IJsland Tirol tot risicogebied te benoemen. Ze waarschuwden andere landen in Europa, maar die volgden het IJslandse voorbeeld niet.In Ischgl zelf ging op 7 maart de eerste publieke alarmbel af. Toen werd bekend dat een barkeeper van een van de drukste en bekendste après-skitenten in Ischgl, Café Kitzloch, het coronavirus had. Een dag later bleek dat het voltallige bedienend personeel ziek was. Toch sloot de Kitzloch pas 9 maart. Andere bars, winkels, restaurants bleven nog langer open. Het duurde bijna een week voor het gebied helemaal op slot ging. Op 15 maart werden de laatste skiliften stopgezet.Rob Du Chatenier ging met vrienden naar Tirol. Hij verloor een van hen aan het coronavirus. ""Bij sneller ingrijpen was Theo er misschien nog geweest"", zegt hij in het NOS Journaal:De vraag is nu of er in dat proces strafbare feiten zijn gepleegd. Dat wordt op dit moment onderzocht. Het OM in Tirol startte op 24 maart een onderzoek, onder meer nadat ze van de Duitse zender ZDF aanwijzingen binnenkregen dat er eind februari al een coronabesmetting in een après-skibar in Ischgl was en dat die niet was gemeld.Ook zou er tot op het laatst grote druk zijn uitgeoefend om de liften open te houden, schrijft onder meer de Oostenrijkse krant Der Standard. ""Het gaat dan om het roekeloos in gevaar brengen van mensen door besmettelijke ziektes"", schrijft openbaar aanklager Hansjörg Mayer aan de NOS. ""Daar staat tot drie jaar gevangenisstraf op.""Susan de Best uit Amersfoort ging eind februari met een groep van dertien mensen skiën in Ischgl. Ze bleven tot 7 maart. Elf van hen zijn ziek geworden. De Best wil vooral weten wanneer bekend was dat er corona heerste in Ischgl. ""We zijn gewoon niet goed voorgelicht. Het ergste is: een van ons ging na de vakantie op bezoek bij zijn moeder. Hij voelde zich toen nog oké en wist nog niet dat hij besmet was. Drie weken erna overleed zijn moeder aan corona.""Ook Jan (68), zijn achternaam ziet hij liever niet in de pers, is verbolgen over het gebrek aan informatie. ""We vertrokken op 6 maart en hebben de dag van tevoren nog bij het RIVM gecheckt of Ischgl veilig was. Niks aan de hand. Ook als je ernaar vroeg in Ischgl zelf werd het weggewuifd.""Susan en Jan zijn twee van de 389 Nederlanders die zich bij advocaat Peter Kolba van de Oostenrijkse consumentenorganisatie VSV meldde. Hij verzamelt de verhalen en legt deze als aangifte neer bij het OM. Kolba wil daarnaast met een massa-schadeclaim civielrechtelijk verhaal halen.Voor Kolba staat buiten kijf dat er sprake is van nalatigheid. ""Men heeft het gewoon niet willen zien. Op 25 februari was er een besmetting in Innsbruck. Toen rukte de politie massaal uit en sloot een hotel hermetisch af. Anderhalve week later gebeurt er hetzelfde op een toeristische hotspot, daar waar het om geld draait, en daar is de reactie: we desinfecteren de ruimte en vervangen het personeel, maar laten de boel wel open.""In Ischgl wordt afwijzend gereageerd op de beschuldigingen. Onder anderen de burgemeester zegt zich niet verantwoordelijk te voelen. ""We hebben gedaan wat we konden"", zegt hij tegen de Duitse publieke zender BR. Ook in dit interview wordt door Tirol alle schuld van de hand gewezen. Een uitzondering is de eigenaar van de Kitzloch; die heeft wel excuses aangeboden en gezegd dat hij de zaak eerder had moeten sluiten.Het Openbaar Ministerie denkt over twee à drie weken met de eerste resultaten van het onderzoek te komen. Dan moet ook duidelijk worden of er voldoende aanknopingspunten zijn om personen te vervolgen.De Best hoopt dat het zo ver komt: ""Het inwilligen van onze claim zou een heel klein het gevoel van compensatie geven voor het inkomen dat we nu missen. Helaas krijgen we de moeder van een van onze vrienden er niet mee terug.""",Özet,"Gisteren, 18:30"
6,https://nos.nl/artikel/2331131-ligduur-coronapatient-kan-korter-door-lichtere-slaapmiddelen.html,"
    Ligduur coronapatiënt kan korter door lichtere slaapmiddelen
  ","Met het toedienen van korter werkende slaapmiddelen kan de ligduur van coronapatiënten op de intensive care met enkele dagen worden verkort. Dat bevestigt de Nederlandse Vereniging voor Intensive Care (NVIC) aan de NOS.De artsenorganisatie noemt oversedatie, het toedienen van te veel of te zware slaapmiddelen, nu nog een belangrijke oorzaak van de lange ligduur van patiënten met covid-19, de ziekte die wordt veroorzaakt door het coronavirus. Die ligduur is momenteel gemiddeld 21 dagen, maar zou zonder langwerkende middelen 18 of 19 dagen kunnen zijn.De organisatie adviseert IC-artsen om de sedatie bij coronapatiënten sterk te verminderen. Ze moeten hen iedere dag wakker maken en dan beoordelen of verdere sedatie nog wel nodig is. Volgens de NVIC suggereerden eerdere ervaringen met coronapatiënten dat een diepe sedatie wel nodig was voor de beste behandeling, maar daarvan komen de artsen nu terug.Een kortere IC-opname kan in theorie betekenen dat er tientallen IC-bedden kunnen vrijkomen. Dan moeten alleen wel de juiste middelen voorhanden zijn. Maar daar zit nu juist het probleem: er zijn tekorten aan kortwerkende middelen die normaal worden gebruikt om iemand in slaap te houden die aan de beademing ligt.""We hebben door wereldwijde vraag minder middelen beschikbaar en moeten dus teruggrijpen op ouderwetse middelen zoals midazolam en morfine"", zegt Arjen Slooter, neuroloog-intensivist in het UMC Utrecht. Ziekenhuisapothekers proberen de voorraden op peil te houden.De langer werkende middelen blijken ook nog eens relatief lang te werken bij coronapatiënten. Deze patiënten hebben vaker dan gemiddeld overgewicht en een slechte nierfunctie. De middelen blijven daardoor langer in het systeem. Een andere reden voor oversedatie noemt Slooter de vele nieuwe zorgmedewerkers op de IC's. ""Sedatie komt nauw, met alle nieuwe personeelsleden is goede begeleiding soms nog een uitdaging.""",Özet,"Gisteren, 18:28"
7,https://nos.nl/artikel/2331125-zo-ziet-werken-eruit-na-de-coronacrisis.html,"
    Zo ziet werken eruit na de coronacrisis
  ","De manier waarop we werken zal blijvend veranderen, verwachten veel Nederlanders. Uit onderzoek van het Kennisinstituut voor Mobiliteitsbeleid (KiM) blijkt dat een kwart van de mensen die meer zijn gaan thuiswerken, denkt dat in de toekomst te blijven doen. Die mening wordt gedeeld door werkgevers; zij zeggen dat thuiswerken ook na de crisis onderdeel blijft van de werkcultuur.Zo is Unilever door de coronacrisis naar eigen zeggen ""met een katapult"" het digitale werken in geschoten. In nog geen zes weken tijd is het volgens het bedrijf een noodgedwongen automatisme geworden om virtueel te vergaderen. ""Die verandering in werken en denken is echt heel snel gegaan.""De multinational checkt iedere week bij werknemers waar ze in de nieuwe situatie tegenaan lopen. Daaruit blijkt keer op keer dat het met de techniek hartstikke goed gaat. ""Maar dat fysieke contact wordt steeds meer gemist"", zegt Fleur van Bruggen.Toch denkt het bedrijf ook na corona op een significant andere manier te gaan werken. Vanaf juni zouden de 700 werknemers van het Rotterdamse kantoor verhuizen naar een nieuwe locatie. ""Met de verbouwing van het nieuwe pand kijken we nu al naar zaken die we moeten aanpassen. Ik kan mij best voorstellen dat in de eerste periode daarna, 1 à 2 dagen per week thuiswerken standaard wordt. Zo'n besluit wordt nu veel normaler gevonden dan nog maar zes weken geleden.""
      De koudwatervrees is er totaal af.
    Uit het KiM-onderzoek blijkt dat zo'n 44 procent van de Nederlanders door de crisis is begonnen met thuiswerken of dat nu vaker doet dan vroeger. De ervaringen met thuiswerken zijn overwegend positief. ""De beste manier om erachter te komen of je iets aandurft, is om het gewoon te proberen"", zegt hoogleraar Aukje Nauta (Universiteit Leiden). ""Maar ik denk dat het koudwatervrees van het thuiswerken er wel totaal af is.""Dat zegt ook hoogleraar aan de HAN Annet de Lange, die onderzoek doet naar thuiswerken in coronatijd. ""In diverse onderzoeken werd verwacht dat in 2030 telework, het thuiswerken door middel van technologie, zijn maximale impact zou hebben. Ik verwacht dat dit door deze pandemie in een versnelling is geraakt.""De coronacrisis heeft veel bedrijven gedwongen een stap te maken naar het thuiswerken, zegt Wendy van Ierschot, voorzitter van de Nederlandse tak van de internationale Entrepreneurs Organization. ""Veel werknemers aarzelden daarover. We kennen allemaal grappige filmpjes over afstand vergaderingen met de camera aan en dingen die daarin misgaan, maar dat zijn wel allemaal dingen die we nu oplossen.""Als de kantoren weer open gaan, dan is het volgens Van Ierschot ""100 procent duidelijk"" dat we echt niet meer allemaal om 08.30 uur in de file gaan staan. ""Je kunt als bedrijf nu makkelijker zeggen: we doen vanuit huis een openingsmeeting en dan komt iedereen later naar kantoor. Bovendien zal je voorlopig sowieso niet met zijn allen de vloer op kunnen, om 1,5 meter afstand te houden. Dat het thuiswerken een blijvende verandering is, lijkt me evident.""Thuiswerken heeft zo zijn voordelen, blijkt uit meerdere onderzoeken. Bijvoorbeeld voor de productiviteit van de werknemer en de werk-/privebalans. Maar er zijn ook risico's. ""Zodra mensen 2,5 dag of langer gaan thuiswerken, verliezen ze het contact met collega's"", zegt Nauta. ""Dus een vaste dag in de week waarop iedereen bij elkaar komt is nodig, zodat je die connecties behoudt.""Die schuwkanten ziet ook Annet de Lange. ""Het is niet alleen maar fantastisch. Als je lang geen face-to-face contact hebt, kan dat ook weer depressie tot gevolg hebben. Zeker als er verplicht thuiswerken aan de orde is, kan dat weer negatieve gevolgen hebben voor het welzijn.""Hoe werk je goed thuis? Een paar tips:Wat de effecten van de coronacrisis zullen zijn op de lange termijn, is volgens de onderzoekers lastig te zeggen. ""Wat we al wel veel beter beseffen is dat gezondheid en economie met elkaar samenhangen"", zegt De Lange. ""Maar ook dat ons bedrijfsleven effect heeft op ons klimaat. Ik verwacht dat door deze pandemie de ontwikkelingen wat duurzaamheid betreft vooraan komen te staan in het bedrijfsleven.""Dat heeft volgens De Lange ook effect op het thuiswerken. ""Vanuit het bedrijfsleven wordt straks veel kritischer gekeken: welk werk moet je face-to-face doen en welk werk kan ook virtueel plaatsvinden? Dat komt in ons dna vanaf nu. Dat durf ik wel te zeggen.""",Özet,"Gisteren, 18:05"
8,https://nos.nl/artikel/2331117-18-jarige-gedode-fietser-in-oss-blijkt-neergestoken.html,"
    18-jarige gedode fietser in Oss blijkt neergestoken
  ","De 18-jarige fietser die gisterochtend dood werd gevonden in Oss, blijkt te zijn doodgestoken. De politie hield eerder al een 25-jarige verdachte uit Heesch aan. Het gaat om een man die na het incident verward gedrag vertoonde en die een bekende van de politie is. De politie gaat ervan uit dat het slachtoffer en de verdachte elkaar niet kenden.De 18-jarige jongen uit Nistelrode werd gisteren rond 08.00 uur naast zijn fiets gevonden. Hij was zwaargewond en de hulpdiensten konden niets meer voor hem doen. De jongen overleed ter plekke aan zijn verwondingen. In eerste instantie was onduidelijk wat er met het slachtoffer was gebeurd.Later die ochtend kreeg de politie een tip over een verwarde man die bij het station van Oss was gezien. Op het station trof de politie een man aan met een mes. De man werd daarop meegenomen naar het politiebureau en vervolgens bleek dat hij waarschijnlijk betrokken was bij het steekincident. Woensdag bepaalt de rechter-commissaris of hij langer vast blijft zitten.De recherche onderzoekt nog wat aan het geweld voorafging. Getuigen worden opgeroepen zich te melden.",Özet,"Gisteren, 17:04"
9,https://nos.nl/artikel/2331108-als-arts-in-opleiding-leer-je-ook-heel-veel-van-deze-situatie.html,"
    ""Als arts in opleiding leer je ook heel veel van deze situatie""
  ","In de serie Doorwerkers publiceren we dagelijks de ervaringen van mensen in vitale beroepen. De serie heette eerder In de frontlinie. We volgden toen alleen medisch personeel, nu delen ook mensen met andere vitale beroepen hun verhaal. De tekst komt tot stand na een interview met een NOS-redacteur. Vandaag Aaron John, arts in opleiding tot anesthesioloog in het Radboud UMC Nijmegen.""Normaal gesproken kan je wat je op het werk meemaakt makkelijker loslaten. Nu is iedereen bezig met één ziekte. Je ziet mensen doodgaan, ziet heftige situaties en als je naar buiten gaat, word je er nog steeds mee geconfronteerd.Als anesthesioloog zorg ik voor kunstmatige beademing, pijnbestrijding en palliatieve zorg bij patiënten. Dat doe ik eigenlijk alleen voor operaties, maar nu zijn we vanwege het coronavirus ook op de IC's gaan werken.Vooral nu worden artsen in opleiding, zoals ik, ingezet op de IC. Dat maakt het voor mij ook een heel leerzame periode, want normaal sta ik in de operatiekamer. Nu doe ik de beademing bij ernstig zieke mensen op de IC. Je leert elke dag wel iets.Patiënten die het coronavirus hebben, mogen geen bezoek ontvangen. Via een tablet communiceren ze met hun familie of vrienden. De mensen aan de andere kant schrikken dan soms van wie ze zien. De zieke persoon is opgezwollen of enorm vermagerd. Als patiënten aan de beademing moeten, voelt dat alsof ze een marathon hebben gelopen. Je lichaam gaat zo hard werken om te herstellen, dat kost enorm veel energie. En soms kan iemand niet meer. Dat blijft heftig om te zien.Een collega uit een ander ziekenhuis was besmet met het virus. Ze lag bij ons op de IC. Dan komt het opeens wel heel dichtbij. 'Dat had ik kunnen zijn', denk je dan. Zij, degene die gewoonlijk voor iemand zorgt in dat bed, ligt er nu zelf in.Inmiddels gaat het weer goed met haar. Ze is thuis. Laatst stuurde ze ons een kaartje en gaf ze aan hoe dankbaar ze was. Maar dat ze het zelf ook gek vond dat ze wakker werd in een herkenbare omgeving, maar op een plek waar je nu niet wakker wil worden.Doordat de anesthesiologen op de IC's zijn opgeschaald, zijn wij niet langer beschikbaar voor de operatiekamers. Niet-urgente zorg en operaties konden daardoor niet plaatsvinden. Toch lijkt de situatie nu te stabiliseren. Dus we kunnen misschien wel de 'normale' operaties oppakken.Wat ik heel fijn vind, is dat al het personeel in het ziekenhuis extra voorzichtig is. Samen zorgen we ervoor dat de kans op besmetting zo laag mogelijk blijft. Dat geeft wel een veilig gevoel. Daarnaast praten we onderling veel met elkaar over de situatie. Ook als je ergens mee zit.Het mooiste aan mijn werk vind ik dat ondanks de situatie, iedereen in de zorg wil werken. Iedereen wil de zieke mensen helpen en alles op alles zetten om iedereen weer gezond te maken. We krijgen uit alle uithoeken van Nederland bedankjes en waardering voor ons werk. Ik ben heel trots op mijn collega's.""",Özet,"Gisteren, 15:22"
